Group,APM,Appearances,year
"('Bogdan Bogdanovic', 'Clint Capela', ""De'Andre Hunter"", 'John Collins', 'Trae Young')",9.856848305261831,987,2022
"('Ayo Dosunmu', 'DeMar DeRozan', 'Javonte Green', 'Nikola Vucevic', 'Zach LaVine')",6.930879699321045,1007,2022
"('Chris Paul', 'Deandre Ayton', 'Devin Booker', 'Jae Crowder', 'Mikal Bridges')",12.173830531414303,3793,2022
"('Al Horford', 'Jaylen Brown', 'Jayson Tatum', 'Marcus Smart', 'Robert Williams III')",18.64973308154441,2376,2022
"('Anthony Edwards', ""D'Angelo Russell"", 'Jarred Vanderbilt', 'Karl-Anthony Towns', 'Patrick Beverley')",12.865064513232443,2201,2022
"('Alec Burks', 'Evan Fournier', 'Julius Randle', 'Mitchell Robinson', 'RJ Barrett')",8.937772970452302,1723,2022
"('Aaron Gordon', 'Jeff Green', 'Monte Morris', 'Nikola Jokic', 'Will Barton')",12.794158948321034,3470,2022
"('Gordon Hayward', 'LaMelo Ball', 'Mason Plumlee', 'Miles Bridges', 'Terry Rozier')",5.010441586493908,1582,2022
"('Bradley Beal', 'Daniel Gafford', 'Kentavious Caldwell-Pope', 'Kyle Kuzma', 'Spencer Dinwiddie')",1.4990292102233085,1289,2022
"('Al Horford', 'Grant Williams', 'Jaylen Brown', 'Jayson Tatum', 'Marcus Smart')",14.540219118805195,911,2022
"('Andre Drummond', 'Bruce Brown', 'Kevin Durant', 'Kyrie Irving', 'Seth Curry')",11.432493892156604,819,2022
"('Desmond Bane', 'Ja Morant', 'Jaren Jackson Jr.', 'Steven Adams', 'Ziaire Williams')",6.625753183385351,832,2022
"('Cade Cunningham', 'Cory Joseph', 'Isaiah Stewart', 'Jerami Grant', 'Saddiq Bey')",11.828336485951995,1103,2022
"('LaMelo Ball', 'Mason Plumlee', 'Miles Bridges', 'P.J. Washington', 'Terry Rozier')",13.322989842787656,1403,2022
"('Brandon Ingram', ""Devonte' Graham"", 'Herbert Jones', 'Jonas Valanciunas', 'Josh Hart')",10.996654770072285,1364,2022
"('Bobby Portis', 'Giannis Antetokounmpo', 'Grayson Allen', 'Jrue Holiday', 'Khris Middleton')",9.573476045460126,1433,2022
"('Danny Green', 'Joel Embiid', 'Seth Curry', 'Tobias Harris', 'Tyrese Maxey')",9.739791571434148,1001,2022
"('Joel Embiid', 'Matisse Thybulle', 'Seth Curry', 'Tobias Harris', 'Tyrese Maxey')",0.4884448882326137,975,2022
"('Darius Bazley', 'Jeremiah Robinson-Earl', 'Josh Giddey', 'Luguentz Dort', 'Shai Gilgeous-Alexander')",-1.3361078625823233,1074,2022
"('James Harden', 'Joel Embiid', 'Matisse Thybulle', 'Tobias Harris', 'Tyrese Maxey')",16.360972714515814,1411,2022
"('Dorian Finney-Smith', 'Dwight Powell', 'Jalen Brunson', 'Luka Doncic', 'Reggie Bullock')",14.351725621159542,1949,2022
"('Dorian Finney-Smith', 'Jalen Brunson', 'Luka Doncic', 'Maxi Kleber', 'Reggie Bullock')",16.123916525867205,852,2022
"('Danny Green', 'James Harden', 'Joel Embiid', 'Tobias Harris', 'Tyrese Maxey')",14.30644599352162,999,2022
"('Darius Garland', 'Evan Mobley', 'Isaac Okoro', 'Jarrett Allen', 'Lauri Markkanen')",14.7169614813106,903,2022
"('Dejounte Murray', 'Derrick White', 'Doug McDermott', 'Jakob Poeltl', 'Keldon Johnson')",11.403977689487755,1310,2022
"('Joe Ingles', 'Jordan Clarkson', 'Mike Conley', 'Rudy Gay', 'Rudy Gobert')",5.022142665646337,916,2022
"('Andrew Wiggins', 'Draymond Green', 'Jordan Poole', 'Kevon Looney', 'Stephen Curry')",7.250336619930775,1515,2022
"('Cade Cunningham', 'Isaiah Stewart', 'Jerami Grant', 'Killian Hayes', 'Saddiq Bey')",-4.690557183096961,1029,2022
"('CJ McCollum', 'Damian Lillard', 'Jusuf Nurkic', 'Norman Powell', 'Robert Covington')",4.698019408154425,1149,2022
"('Cole Anthony', 'Franz Wagner', 'Jalen Suggs', 'Mo Bamba', 'Wendell Carter Jr.')",5.211655567432241,1727,2022
"('Evan Fournier', 'Julius Randle', 'Kemba Walker', 'Mitchell Robinson', 'RJ Barrett')",-3.2724924645128306,1690,2022
"('Christian Wood', 'Eric Gordon', ""Jae'Sean Tate"", 'Jalen Green', 'Kevin Porter Jr.')",4.284583290461375,1461,2022
"('Desmond Bane', 'Dillon Brooks', 'Jaren Jackson Jr.', 'Steven Adams', 'Tyus Jones')",12.119273995143075,965,2022
