Group,APM,Group_Appearances,year,team,MIN,GP,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,PLUS_MINUS,player_1,player_2,player_3,player_4,player_5,player_1_rapm,player_2_rapm,player_3_rapm,player_4_rapm,player_5_rapm,player_rapm_sum
-708-2419-201937-203952-1626157-,11.81882214,1057,2016,Minnesota Timberwolves,276.1183333,25,40.5,86.2,0.47,3.2,10.6,0.298,17.3,22.3,0.775,8.2,36.1,44.2,28.6,10.4,10.2,5.2,20.6,101.5,8,Kevin Garnett,Tayshaun Prince,Ricky Rubio,Andrew Wiggins,Karl-Anthony Towns,1.767742965,-0.410590808,1.252791762,0.436310432,0.078548519,3.124802869
-2207-101127-201152-201572-1626178-,5.037342556,919,2016,Brooklyn Nets,219.825,16,39.2,88,0.445,4.2,11.6,0.358,16.2,20.6,0.787,13.3,38.9,52.3,21,16.2,9.8,4.8,17.1,98.7,0,Joe Johnson,Jarrett Jack,Thaddeus Young,Brook Lopez,Rondae Hollis-Jefferson,1.656927202,-0.842726105,-0.209586982,1.381756591,0.580604615,2.566975321
-2207-101127-201152-201572-202711-,5.691460505,1166,2016,Brooklyn Nets,296.5183333,30,41.9,88.8,0.472,6.2,19.7,0.314,13.9,17.2,0.806,13,32.7,45.7,24.9,15.9,7.5,3.5,17.5,103.8,-4.2,Joe Johnson,Jarrett Jack,Thaddeus Young,Brook Lopez,Bojan Bogdanovic,1.656927202,-0.842726105,-0.209586982,1.381756591,-0.978532903,1.007837803
-202324-202330-202714-203497-203918-,16.92600199,967,2016,Utah Jazz,255.84,22,41.9,83.7,0.5,8.5,19.7,0.429,16.9,23.7,0.712,11.1,36.6,47.7,24.7,16.3,9.1,5.4,15.3,109.1,10.3,Derrick Favors,Gordon Hayward,Shelvin Mack,Rudy Gobert,Rodney Hood,0.678274133,0.233333425,0.890530985,1.82862103,0.913731067,4.544490639
-201568-202702-203914-203999-1626144-,8.048250309,1148,2016,Denver Nuggets,289.98,21,40,91.2,0.438,6.6,18.9,0.351,18.4,22.8,0.806,15,33,48,25.7,13.9,9.9,2.9,17.9,104.9,-2.4,Danilo Gallinari,Kenneth Faried,Gary Harris,Nikola Jokic,Emmanuel Mudiay,0.709434025,-0.040553061,-0.154628806,2.168314806,-0.413994406,2.268572557
-101133-101145-201588-202331-202730-,9.286221901,1408,2016,Indiana Pacers,333.5416667,40,38.4,84,0.457,7.3,20.8,0.353,17.6,23.8,0.742,12.4,37.8,50.2,21.1,18.1,10,4,18.1,101.8,5.8,Ian Mahinmi,Monta Ellis,George Hill,Paul George,Lavoy Allen,0.786454314,0.146631265,0.546117612,2.539484963,1.094077676,5.11276583
-101133-101139-101145-201588-202331-,4.589843266,1447,2016,Indiana Pacers,333.6316667,35,36.4,79.9,0.456,10,28.8,0.346,17.3,22.3,0.776,6.1,27.4,33.5,18.8,16.1,11.2,3.9,20.2,100.1,-6,Ian Mahinmi,CJ Miles,Monta Ellis,George Hill,Paul George,0.786454314,-0.933672457,0.146631265,0.546117612,2.539484963,3.085015697
-977-101150-201579-203903-203944-,-6.432360537,805,2016,Los Angeles Lakers,198.38,33,34.5,83.9,0.411,6.6,17.6,0.375,19.1,22.7,0.839,9,34.5,43.5,15.9,15.2,4.9,4.4,23.7,94.6,-26.7,Kobe Bryant,Lou Williams,Roy Hibbert,Jordan Clarkson,Julius Randle,-0.987175257,-1.328929988,-2.18520751,-0.530129355,-1.750598932,-6.782041043
-1717-2585-101109-101114-202083-,10.26763022,1055,2016,Dallas Mavericks,271.5216667,37,41.6,89.4,0.465,11.7,27.8,0.42,18.7,21.7,0.863,10.2,35.3,45.5,23.6,9.8,8.2,3.2,16.1,113.5,15.8,Dirk Nowitzki,Zaza Pachulia,Raymond Felton,Deron Williams,Wesley Matthews,2.04704575,-0.534152318,-0.361308091,-0.263527615,1.379775571,2.267833297
-2225-2561-200746-201980-202695-,6.551857815,806,2016,San Antonio Spurs,185.3483333,25,43.6,92.1,0.473,5.8,16.4,0.35,11,14,0.784,9,35.6,44.7,25.8,10.7,9.9,7.1,17.8,103.8,3,Tony Parker,David West,LaMarcus Aldridge,Danny Green,Kawhi Leonard,0.03201341,0.746250245,0.904573699,1.792305444,3.10888602,6.584028818
-2449-200768-201942-201960-202685-,5.658217414,1036,2016,Toronto Raptors,228.8666667,15,39.5,89.4,0.442,10,21.7,0.46,15.4,20.2,0.763,13,30.6,43.6,22.6,15,9.1,3.5,18.2,104.3,-0.9,Luis Scola,Kyle Lowry,DeMar DeRozan,DeMarre Carroll,Jonas Valanciunas,-1.525060949,3.32702361,0.001409866,0.354807981,0.788346718,2.946527226
-202694-202699-202704-203083-203484-,8.666975741,2119,2016,Detroit Pistons,462.2816667,25,41.9,88.2,0.475,9.3,25.6,0.363,15.4,23.6,0.653,10.8,35.3,46.2,23.2,13.2,8.2,2.7,17.3,108.5,4.5,Marcus Morris Sr.,Tobias Harris,Reggie Jackson,Andre Drummond,Kentavious Caldwell-Pope,1.447570481,0.503052998,0.528900878,1.079936814,1.936885555,5.496346725
-2449-200768-201942-201949-202685-,6.243302014,1267,2016,Toronto Raptors,327.4866667,25,39.2,87.5,0.447,6.7,21.4,0.314,20.3,25.1,0.807,10.8,32.1,42.9,19.8,15.3,9.4,6.2,20,105.3,-3.6,Luis Scola,Kyle Lowry,DeMar DeRozan,James Johnson,Jonas Valanciunas,-1.525060949,3.32702361,0.001409866,-0.477526205,0.788346718,2.11419304
-202329-203081-203090-203468-203486-,15.05777938,1880,2016,Portland Trail Blazers,290.2183333,36,41.2,84.8,0.486,13.6,31.3,0.435,15.7,21.3,0.738,10.8,34.7,45.5,25.2,15.4,10.1,5.2,18.2,111.8,11.9,Al-Farouq Aminu,Damian Lillard,Maurice Harkless,CJ McCollum,Mason Plumlee,1.055606368,0.990903903,-0.199262081,1.798145024,0.530410777,4.17580399
-2546-2756-101181-201577-204001-,8.310149407,910,2016,New York Knicks,228.975,17,38.6,91.7,0.421,10.5,28.1,0.375,13.6,15.6,0.873,12.9,38.2,51.1,24.8,14.5,6.1,6.4,21.5,101.3,1.8,Carmelo Anthony,Sasha Vujacic,Jose Calderon,Robin Lopez,Kristaps Porzingis,0.867872053,0.416545309,-0.338782049,-0.114411624,1.520746624,2.351970312
-2207-2405-2548-2736-201609-,7.263065114,817,2016,Miami Heat,197.0766667,16,48.7,86.8,0.561,7,16.1,0.435,13.7,16.3,0.841,8.3,32.6,40.9,28,14,6.7,6.2,22.3,118.1,9.1,Joe Johnson,Amar'e Stoudemire,Dwyane Wade,Luol Deng,Goran Dragic,1.656927202,-0.261110408,-0.572320484,0.579213561,1.918579053,3.321288923
-2216-2754-201144-201188-201584-,9.829352216,981,2016,Memphis Grizzlies,260.94,25,40.5,90.2,0.449,5.6,14.6,0.384,17.4,21,0.829,11,33.3,44.3,26.5,12.2,9.8,2.4,17.4,104,6.4,Zach Randolph,Tony Allen,Mike Conley,Marc Gasol,Courtney Lee,-0.026853145,0.646785763,1.743741059,0.096675269,0.604638063,3.06498701
-101107-201587-202689-203469-203798-,6.8140502,1024,2016,Charlotte Hornets,259.1666667,23,39.6,87.4,0.453,14.6,35.7,0.408,14.4,16.9,0.851,7.2,33.2,40.4,27.8,12.4,7.4,5.8,17.5,108.2,-2.5,Marvin Williams,Nicolas Batum,Kemba Walker,Cody Zeller,PJ Hairston,0.912640876,0.496077627,1.387657359,1.664445189,-1.887342097,2.573478954
-200768-202335-202687-202709-203082-,14.22280272,1235,2016,Toronto Raptors,296.8666667,42,40,86.9,0.46,12.4,32.3,0.383,21,27.2,0.77,11.6,34.6,46.2,22.8,14.7,7.7,8.1,20.6,113.3,18.3,Kyle Lowry,Patrick Patterson,Bismack Biyombo,Cory Joseph,Terrence Ross,3.32702361,2.076035435,-0.122181971,0.24546213,-0.288594956,5.237744247
-101145-201152-201952-202331-1626167-,5.213959839,2579,2017,Indiana Pacers,603.43,55,39.3,80.4,0.488,8.4,20.7,0.406,17.5,21.3,0.822,6.8,32.8,39.6,24.3,15.8,9.3,7.4,18.3,104.4,-1.5,Monta Ellis,Thaddeus Young,Jeff Teague,Paul George,Myles Turner,-0.543837075,0.522135158,-2.46E-05,1.683817452,1.389016201,3.051107163
-2403-2772-201569-201583-201935-,14.32805195,927,2017,Houston Rockets,194.0233333,44,35.1,78.7,0.447,13.2,38.5,0.341,22.7,29.9,0.758,10,32,42,20.6,15.4,8.4,3.2,16.8,106.1,12,Nene,Trevor Ariza,Eric Gordon,Ryan Anderson,James Harden,1.304733963,0.105568249,1.161623961,1.596311901,2.013781737,6.18201981
-2738-201142-201939-202691-203110-,21.32345613,1190,2017,Golden State Warriors,223.7316667,45,40.9,79.1,0.518,11.7,34.4,0.339,27.5,30.6,0.897,6.5,33.4,39.9,28.9,12.8,10.1,9.9,18,120.9,24.3,Andre Iguodala,Kevin Durant,Stephen Curry,Klay Thompson,Draymond Green,1.374171962,2.08541886,4.464440612,1.752634094,2.865781531,12.54244706
-2772-201583-201935-201976-203991-,14.39635039,2500,2017,Houston Rockets,505.0016667,42,44.1,88.9,0.496,17.3,43.6,0.398,19.4,25.7,0.752,11.8,31.6,43.4,29.6,13.4,9.1,3.3,17.2,125,18.5,Trevor Ariza,Ryan Anderson,James Harden,Patrick Beverley,Clint Capela,0.105568249,1.596311901,2.013781737,1.21088826,0.635127759,5.561677905
-2772-201569-201583-201935-203991-,11.29405537,1171,2017,Houston Rockets,273.9033333,42,38.9,85.4,0.456,12.3,37.5,0.329,16,21.3,0.752,10,34.2,44.2,24.6,13.6,8.3,3.9,15.1,106.2,4.4,Trevor Ariza,Eric Gordon,Ryan Anderson,James Harden,Clint Capela,0.105568249,1.161623961,1.596311901,2.013781737,0.635127759,5.512413606
-202339-203458-203933-1626164-1627737-,0.60283259,839,2017,Phoenix Suns,204.8833333,19,42.4,88.5,0.479,6,19.3,0.31,14.9,19.3,0.774,10.3,32.1,42.4,21.3,14.9,7.6,6,20.6,105.7,-13.3,Eric Bledsoe,Alex Len,T.J. Warren,Devin Booker,Marquese Chriss,0.88652119,-2.39210611,-0.37508189,1.492193488,-2.225821,-2.614294322
-2546-201149-201565-201584-204001-,5.960333247,1579,2017,New York Knicks,395.665,28,42.2,92.7,0.456,8.3,21,0.396,13.6,17.3,0.784,13,34.5,47.4,22.5,12.7,5.5,5.5,17.1,106.4,-5.7,Carmelo Anthony,Joakim Noah,Derrick Rose,Courtney Lee,Kristaps Porzingis,-0.373140402,-0.853007295,0.674348089,0.220822616,0.608191923,0.277214931
-101162-202322-202693-203078-203490-,13.67134943,6398,2017,Washington Wizards,1346.998333,69,44.1,89.3,0.494,10.2,25.2,0.403,14.8,19.3,0.763,9.9,33.6,43.5,27.2,13.2,9.2,3.5,17.7,113.1,8.4,Marcin Gortat,John Wall,Markieff Morris,Bradley Beal,Otto Porter Jr.,0.003725767,0.897414475,1.479314864,2.083648935,1.065043743,5.529147784
-101162-202322-203078-203490-1626162-,16.68854763,887,2017,Washington Wizards,200.0433333,35,42.7,85.2,0.501,10.9,28.4,0.382,18.5,22.4,0.825,9,32.8,41.8,26.3,11.5,10.2,4.2,20.1,114.8,17.6,Marcin Gortat,John Wall,Bradley Beal,Otto Porter Jr.,Kelly Oubre Jr.,0.003725767,0.897414475,2.083648935,1.065043743,-0.899024714,3.150808206
-101107-201587-202689-203077-203469-,12.91590449,3108,2017,Charlotte Hornets,783.6616667,47,39.5,87.6,0.451,9.8,27.8,0.353,18.9,23.2,0.812,9,35.8,44.8,25.9,12.1,9.3,4.8,13.6,107.7,5.2,Marvin Williams,Nicolas Batum,Kemba Walker,Michael Kidd-Gilchrist,Cody Zeller,-0.769437735,0.497118433,2.582981524,0.01851234,2.081402816,4.410577378
-201566-201959-203460-203500-203506-,19.24206182,1174,2017,Oklahoma City Thunder,208.0233333,15,45.3,92,0.492,6.6,21.1,0.311,12.4,19.7,0.631,15.7,35.2,50.9,27.7,15.5,12,5.9,16.7,109.6,11.3,Russell Westbrook,Taj Gibson,Andre Roberson,Steven Adams,Victor Oladipo,2.429628487,0.87631931,0.665311611,1.355173193,1.277515988,6.603948589
-202329-203081-203090-203468-203486-,13.81879006,1010,2017,Portland Trail Blazers,254.94,21,44.9,90.6,0.496,12.8,31.9,0.401,11.2,15.2,0.74,9.1,36.2,45.3,28,13,8.1,7.7,18.1,113.8,8.3,Al-Farouq Aminu,Damian Lillard,Maurice Harkless,CJ McCollum,Mason Plumlee,1.209897269,0.897447579,1.886125087,1.175016377,0.540690601,5.709176913
-202694-202704-202720-203083-203484-,3.736927025,1608,2017,Detroit Pistons,404.3933333,34,41.3,94.1,0.439,8.2,24.4,0.337,12.1,18.1,0.669,13.5,31.5,45,22.4,11.5,8.1,3.2,15.6,102.9,-10.3,Marcus Morris Sr.,Reggie Jackson,Jon Leuer,Andre Drummond,Kentavious Caldwell-Pope,0.808944226,-1.624824677,0.100567964,-1.196002637,-0.085707633,-1.997022756
-202397-202694-202699-203083-203484-,3.63251461,1933,2017,Detroit Pistons,492.2533333,61,42.8,90.3,0.474,7.6,20.3,0.373,12.6,18.9,0.668,10.5,31.7,42.1,23.1,11.4,7.8,4,16.5,105.8,-8.1,Ish Smith,Marcus Morris Sr.,Tobias Harris,Andre Drummond,Kentavious Caldwell-Pope,1.142687654,0.808944226,0.741349582,-1.196002637,-0.085707633,1.411271193
-202694-202699-202704-203083-203484-,0.551058981,1480,2017,Detroit Pistons,385.4283333,41,40.4,89.5,0.451,9.6,29.7,0.323,11.3,17.4,0.649,10.3,34.5,44.8,20.8,12.5,6.2,3.6,16.5,101.7,-10.4,Marcus Morris Sr.,Tobias Harris,Reggie Jackson,Andre Drummond,Kentavious Caldwell-Pope,0.808944226,0.741349582,-1.624824677,-1.196002637,-0.085707633,-1.356241138
-2585-201142-201939-202691-203110-,16.74145855,2868,2017,Golden State Warriors,532.155,43,45.1,86.7,0.521,14.7,33.5,0.437,16.4,19.6,0.839,9,37,45.9,35,14.6,10.4,5.3,15.3,121.3,23.4,Zaza Pachulia,Kevin Durant,Stephen Curry,Klay Thompson,Draymond Green,1.372261687,2.08541886,4.464440612,1.752634094,2.865781531,12.54053678
-101161-201143-202340-202738-203109-,12.24789495,2010,2017,Boston Celtics,434.365,36,44.4,90.8,0.489,15.1,35.9,0.42,10,12.4,0.806,8.9,35.4,44.3,29.5,12.8,7.8,5.8,18.9,113.9,6.4,Amir Johnson,Al Horford,Avery Bradley,Isaiah Thomas,Jae Crowder,1.817938987,-0.01391504,-1.157070472,1.083255857,3.37145817,5.101667503
-201143-202340-202738-203109-203935-,8.597248091,915,2017,Boston Celtics,134.5566667,32,37.4,83.1,0.45,9.3,31,0.299,31.9,36.4,0.877,11.8,26.2,38,20.8,12.5,7.7,3.2,21.7,116,13.7,Al Horford,Avery Bradley,Isaiah Thomas,Jae Crowder,Marcus Smart,-0.01391504,-1.157070472,1.083255857,3.37145817,0.817065444,4.10079396
-2730-200794-203145-203471-203501-,9.570086448,986,2017,Atlanta Hawks,239.69,36,38.5,83.2,0.463,7.6,24.4,0.311,18.8,25.3,0.746,10.4,37.1,47.5,24.6,15.4,7.2,4.4,17.2,103.4,3,Dwight Howard,Paul Millsap,Kent Bazemore,Dennis Schroder,Tim Hardaway Jr.,-0.533018029,2.294079506,-0.033144088,-0.433102547,1.658813856,2.953628698
-200751-201572-202391-1626178-1627747-,8.240619844,1079,2017,Brooklyn Nets,244.7683333,22,36.9,80.7,0.457,10.8,29.6,0.364,21.2,27.2,0.779,7.5,35.6,43.1,23.9,13.7,7.5,5.7,19,105.7,1.3,Randy Foye,Brook Lopez,Jeremy Lin,Rondae Hollis-Jefferson,Caris LeVert,-0.564989739,0.613056051,0.120149532,-0.026665856,0.47646385,0.618013838
-203081-203090-203468-203943-203994-,11.55717218,916,2017,Portland Trail Blazers,229.4633333,19,44.1,90.7,0.487,8,19.8,0.407,15.2,21.7,0.7,13.9,38.3,52.2,20.9,15.7,7.2,5.9,18.7,111.5,5,Damian Lillard,Maurice Harkless,CJ McCollum,Noah Vonleh,Jusuf Nurkic,0.897447579,1.886125087,1.175016377,-1.313452367,0.319223372,2.964360048
-2730-200757-200794-203145-203471-,5.519294117,1717,2017,Atlanta Hawks,425.19,36,36.9,80.8,0.457,6.4,18.6,0.341,17.2,26.3,0.654,9.1,35.7,44.8,21.5,16.1,9.3,5,17.2,97.4,-4.5,Dwight Howard,Thabo Sefolosha,Paul Millsap,Kent Bazemore,Dennis Schroder,-0.533018029,0.240151134,2.294079506,-0.033144088,-0.433102547,1.534965976
-201586-201942-201960-202685-202709-,8.995665299,904,2017,Toronto Raptors,233.17,16,42.4,90,0.471,8.1,22.5,0.359,13.5,16.8,0.805,12.4,37.8,50.2,21.6,14.8,7.2,7.2,18.6,106.3,1.3,Serge Ibaka,DeMar DeRozan,DeMarre Carroll,Jonas Valanciunas,Cory Joseph,0.202315569,0.467909021,0.516050834,-0.231304748,-0.959204703,-0.004234026
-2585-201939-202691-203110-1627775-,12.33599851,835,2017,Golden State Warriors,175.4833333,19,43.4,89.2,0.487,16.1,35.2,0.459,10.6,11.4,0.93,10.3,34.1,44.4,34.1,15.6,9.8,3.7,17.5,113.5,11.9,Zaza Pachulia,Stephen Curry,Klay Thompson,Draymond Green,Patrick McCaw,1.372261687,4.464440612,1.752634094,2.865781531,-2.788739314,7.666378609
-101139-201152-201952-202331-1626167-,11.36427329,1878,2017,Indiana Pacers,443.7066667,44,41.3,85.2,0.485,10.7,26.7,0.402,17.6,21,0.84,8.5,34.5,43,25.8,13.6,9,5,19.9,110.9,6.1,CJ Miles,Thaddeus Young,Jeff Teague,Paul George,Myles Turner,0.480542617,0.522135158,-2.46E-05,1.683817452,1.389016201,4.075486854
-201152-201952-202331-203922-1626167-,11.30702039,1568,2017,Indiana Pacers,376.4083333,28,40.9,82.4,0.496,9.6,23.4,0.411,18.3,23,0.797,6.4,35.6,42,25.5,13.4,9,6.8,13.5,109.7,5.9,Thaddeus Young,Jeff Teague,Paul George,Glenn Robinson III,Myles Turner,0.522135158,-2.46E-05,1.683817452,-0.21746175,1.389016201,3.377482488
-201609-202337-202355-203079-203585-,6.164091216,990,2017,Miami Heat,246.9833333,26,41.5,85.4,0.486,12.4,26.3,0.47,13,18,0.722,7.2,35.5,42.7,22.8,16,5.8,6.6,19.8,108.4,1,Goran Dragic,Luke Babbitt,Hassan Whiteside,Dion Waiters,Rodney McGruder,0.448229859,0.076031821,1.311506004,0.8320381,0.343406592,3.011212377
-201586-202696-203095-203901-203932-,4.329035702,1148,2017,Orlando Magic,296.125,33,43.6,91.3,0.477,6.7,21.3,0.315,13.1,17.4,0.75,11.7,32.7,44.4,25.3,13.4,7.4,4,19.4,106.9,-1,Serge Ibaka,Nikola Vucevic,Evan Fournier,Elfrid Payton,Aaron Gordon,0.202315569,-0.285696123,-0.164233186,0.796306687,1.767322514,2.316015461
-203089-203503-203507-203521-203953-,7.416857233,1567,2017,Milwaukee Bucks,389.6633333,30,40.4,86.8,0.465,8,25.3,0.317,16.4,23.1,0.712,10.2,33.6,43.7,24.3,13,7.1,7,20.3,105.1,-3.1,John Henson,Tony Snell,Giannis Antetokounmpo,Matthew Dellavedova,Jabari Parker,0.069372674,-0.620044928,1.213222548,-0.155448434,-0.133176449,0.37392541
-2200-2225-200746-201980-202695-,11.59399046,1661,2017,San Antonio Spurs,392.3816667,34,44.5,88.4,0.503,8.8,20.6,0.425,16.4,20.6,0.794,7.6,36.2,43.8,27.7,11.1,6.6,7.7,14.7,114,9.5,Pau Gasol,Tony Parker,LaMarcus Aldridge,Danny Green,Kawhi Leonard,0.725390611,0.554645899,-0.6553985,0.748800812,3.643786708,5.017225529
-2594-2730-200794-203145-203471-,4.872645788,831,2017,Atlanta Hawks,205.5566667,20,38.4,88.9,0.431,8,24.7,0.324,10.8,16.7,0.648,12,32.7,44.7,25.2,16.9,9.6,5.2,16.9,95.5,-8.7,Kyle Korver,Dwight Howard,Paul Millsap,Kent Bazemore,Dennis Schroder,-2.054625186,-0.533018029,2.294079506,-0.033144088,-0.433102547,-0.759810344
-201937-203476-203897-203952-1626157-,6.438172067,3426,2017,Minnesota Timberwolves,881.2883333,41,41.4,87.3,0.474,7.6,21.5,0.355,18.5,23.6,0.782,11.3,33.4,44.7,26.4,15,7.6,4.8,18.2,108.8,-2.1,Ricky Rubio,Gorgui Dieng,Zach LaVine,Andrew Wiggins,Karl-Anthony Towns,0.263022998,1.285998115,-1.389554909,0.668558825,0.864140636,1.692165665
-201566-203460-203500-203506-1627734-,9.339228914,2542,2017,Oklahoma City Thunder,631.655,52,41.5,88.2,0.47,7.1,23.4,0.302,13.6,19.8,0.687,10.4,37.2,47.7,22.2,15.8,8.6,5,18.9,103.6,3.5,Russell Westbrook,Andre Roberson,Steven Adams,Victor Oladipo,Domantas Sabonis,2.429628487,0.665311611,1.355173193,1.277515988,-0.306656655,5.420972624
-2548-200765-201577-201959-202710-,6.585919891,1547,2017,Chicago Bulls,390.4466667,28,43.6,92.5,0.472,3.9,10.9,0.36,15.6,18.3,0.854,14.2,35.1,49.4,26,14.2,8,6.5,15.4,106.9,1.7,Dwyane Wade,Rajon Rondo,Robin Lopez,Taj Gibson,Jimmy Butler,-1.219249993,-1.080601471,0.525937318,0.87631931,2.596890621,1.699295785
-101150-203903-204028-1626204-1627742-,3.178583223,804,2017,Los Angeles Lakers,195.39,22,40,85.5,0.468,6.9,20.9,0.329,21.4,27.5,0.777,12.3,36.4,48.6,21.1,15,9.6,5.2,21.4,108.4,6.9,Lou Williams,Jordan Clarkson,Tarik Black,Larry Nance Jr.,Brandon Ingram,1.692787634,-1.888656444,1.064042897,0.096183264,-0.28177004,0.682587311
-202696-203082-203095-203901-203932-,11.42251639,1711,2017,Orlando Magic,410.2383333,19,44.4,92.1,0.482,9.4,23.7,0.396,15.8,19.5,0.812,10.2,34.5,44.7,26.3,11.4,7.8,4.8,17.4,114,1.7,Nikola Vucevic,Terrence Ross,Evan Fournier,Elfrid Payton,Aaron Gordon,-0.285696123,0.661406578,-0.164233186,0.796306687,1.767322514,2.77510647
-203114-203503-203507-1627748-1627763-,13.13271877,844,2017,Milwaukee Bucks,134.9166667,15,42.3,89.7,0.471,13.4,30.8,0.436,13,16.6,0.786,7.9,32.8,40.7,28.1,10.3,7.9,7.1,17.4,111.1,6.3,Khris Middleton,Tony Snell,Giannis Antetokounmpo,Thon Maker,Malcolm Brogdon,1.443948601,-0.620044928,1.213222548,-0.203717608,1.387841674,3.221250287
-201575-201937-203476-203952-1626157-,7.84913142,2346,2017,Minnesota Timberwolves,595.6983333,38,42.4,85.7,0.495,7,18.4,0.382,18.9,22.7,0.834,10.4,34.5,44.9,26.3,14.7,6.9,4.4,17,110.7,1.9,Brandon Rush,Ricky Rubio,Gorgui Dieng,Andrew Wiggins,Karl-Anthony Towns,-0.70351452,0.263022998,1.285998115,0.668558825,0.864140636,2.378206054
-2037-101109-201578-202325-203085-,-2.031876749,1007,2017,LA Clippers,251.8566667,36,34.8,85.4,0.408,9.9,34.6,0.287,18.1,22.6,0.802,7.6,32.9,40.5,15.8,12.3,8.8,4.9,24.1,97.7,1,Jamal Crawford,Raymond Felton,Marreese Speights,Wesley Johnson,Austin Rivers,-0.469781646,-1.467712909,0.308755137,0.359092224,-0.474631827,-1.74427902
-2772-201583-201935-201976-1626149-,5.886478489,805,2017,Houston Rockets,196.19,27,38.2,85.5,0.447,14.5,40.9,0.355,16.6,20.7,0.805,11.2,32.8,43.9,23.3,16.6,8.6,3.8,17.8,107.6,3.6,Trevor Ariza,Ryan Anderson,James Harden,Patrick Beverley,Montrezl Harrell,0.105568249,1.596311901,2.013781737,1.21088826,0.277221737,5.203771884
-201163-201568-203914-203999-1626144-,10.634918,845,2017,Denver Nuggets,207.2433333,18,45,84.5,0.533,12.2,30.9,0.396,16.4,20.6,0.798,7.6,33.3,40.9,31.9,12.9,7.2,1.6,18,118.7,4.2,Wilson Chandler,Danilo Gallinari,Gary Harris,Nikola Jokic,Emmanuel Mudiay,-1.082611297,1.868432434,0.636831769,3.152113767,-1.662923874,2.911842799
-2544-2747-201567-202681-202684-,11.11556532,3074,2017,Cleveland Cavaliers,454.435,27,44,89.9,0.49,14.5,33.1,0.439,15.6,20.7,0.753,10.7,32.3,42.9,27.6,12.8,7.8,4,16,118.2,6.4,LeBron James,JR Smith,Kevin Love,Kyrie Irving,Tristan Thompson,4.912947158,-0.504244619,2.50065857,1.285189341,-0.692195699,7.502354751
-2544-201567-202681-202684-202697-,10.32648572,1063,2017,Cleveland Cavaliers,226.715,30,41.8,88.4,0.473,10.5,32.2,0.327,16.5,22.5,0.733,12.9,36.9,49.8,21.9,15,7.9,2.1,17.2,110.7,2.8,LeBron James,Kevin Love,Kyrie Irving,Tristan Thompson,Iman Shumpert,4.912947158,2.50065857,1.285189341,-0.692195699,-0.377547634,7.629051736
-2199-202339-203933-1626164-1627737-,2.491585001,1220,2017,Phoenix Suns,294.9266667,25,38.8,85.6,0.454,7,22.8,0.305,22.5,28.3,0.794,11.2,33.2,44.3,21.7,14.7,10.2,4.4,23.1,107.1,-5,Tyson Chandler,Eric Bledsoe,T.J. Warren,Devin Booker,Marquese Chriss,0.042053723,0.88652119,-0.37508189,1.492193488,-2.225821,-0.180134489
-101108-200755-201599-201601-201933-,14.16585979,3610,2017,LA Clippers,870.7983333,46,42.7,83.2,0.513,9.9,22.5,0.44,20.6,28.5,0.723,9,36.7,45.6,27.9,13.5,9.7,5.2,16.2,116,14.3,Chris Paul,JJ Redick,DeAndre Jordan,Luc Mbah a Moute,Blake Griffin,3.362035763,0.704045589,2.049722887,0.788367638,1.827707361,8.731879239
-101107-201587-202689-203077-1626163-,10.07911919,847,2017,Charlotte Hornets,218.8883333,30,38.1,83.7,0.456,13.8,36.1,0.381,16.5,19,0.869,4.7,34.1,38.8,23,12.4,8.4,5.9,17.4,106.5,-7.4,Marvin Williams,Nicolas Batum,Kemba Walker,Michael Kidd-Gilchrist,Frank Kaminsky,-0.769437735,0.497118433,2.582981524,0.01851234,0.319049157,2.648223719
-1717-202083-203084-203552-1627812-,9.949910106,1032,2017,Dallas Mavericks,257.1066667,23,41.6,86.7,0.479,13.1,28.8,0.454,12.7,14.8,0.859,4,33.8,37.8,25.8,10.8,7.4,1.9,14.8,108.9,5.5,Dirk Nowitzki,Wesley Matthews,Harrison Barnes,Seth Curry,Yogi Ferrell,0.311092315,-0.497190744,0.396478712,1.187396067,-0.497453064,0.900323285
-2225-200746-201980-202695-203473-,8.068470866,1029,2017,San Antonio Spurs,257.375,31,40.3,89.5,0.45,5.8,19.4,0.298,16.7,21.3,0.786,13.2,35.7,49,21.3,14.7,9.7,7.6,17.4,103.1,4.3,Tony Parker,LaMarcus Aldridge,Danny Green,Kawhi Leonard,Dewayne Dedmon,0.554645899,-0.6553985,0.748800812,3.643786708,0.246515839,4.538350757
-2736-201156-202389-203944-1626156-,10.78806772,1630,2017,Los Angeles Lakers,403.1316667,28,41.5,89.9,0.461,12.7,30.7,0.415,13.9,17.9,0.777,11.9,34.2,46.1,25.7,13,7,2.4,19.6,109.6,5.3,Luol Deng,Nick Young,Timofey Mozgov,Julius Randle,D'Angelo Russell,0.444862376,0.81519574,-0.087002001,-1.65907759,-1.076306729,-1.562328204
-2749-201163-201568-203914-203999-,11.45405155,820,2017,Denver Nuggets,197.535,20,43.4,88.7,0.489,9.6,30.7,0.313,17.3,19.2,0.9,12.5,35.7,48.2,26.9,14.4,7,4.1,19.9,113.7,3.4,Jameer Nelson,Wilson Chandler,Danilo Gallinari,Gary Harris,Nikola Jokic,0.822459624,-1.082611297,1.868432434,0.636831769,3.152113767,5.397226297
